brand,cpu,gpu,os,storage_type,ram_gb,storage_gb,screen_inches,rating,warranty_years,cpu_physical_cores,cpu_threads,year,price
HP,Custom 3.49GHz,Unknown GPU,unknown,unknown,4.0,512.0,16.18079438204878,,,,,,17010.571428426818
Lenovo,Custom 3.82GHz,Unknown GPU,unknown,unknown,16.0,256.0,12.33837236925654,,,,,,9791.15470145468
Lenovo,Custom 2.09GHz,Unknown GPU,unknown,unknown,32.0,1000.0,16.238653056585367,,,,,,32824.33712037552
Acer,Custom 2.50GHz,Unknown GPU,unknown,unknown,16.0,512.0,15.736953790544314,,,,,,17410.05582993742
Acer,Custom 1.88GHz,Unknown GPU,unknown,unknown,4.0,1000.0,15.488964958326113,,,,,,31081.277606638618
Dell,Custom 3.98GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.367534068449544,,,,,,32878.791390917366
Dell,Custom 3.82GHz,Unknown GPU,unknown,unknown,16.0,256.0,12.4774649658236,,,,,,9702.78754189184
Acer,Custom 2.85GHz,Unknown GPU,unknown,unknown,16.0,256.0,13.541287495951378,,,,,,10273.94804271075
Acer,Custom 3.61GHz,Unknown GPU,unknown,unknown,32.0,256.0,15.761423927232808,,,,,,10966.959225605731
Asus,Custom 2.80GHz,Unknown GPU,unknown,unknown,8.0,512.0,11.190670906143946,,,,,,16879.609624413744
Lenovo,Custom 3.06GHz,Unknown GPU,unknown,unknown,32.0,256.0,15.69230461558255,,,,,,10903.73248244458
Dell,Custom 1.72GHz,Unknown GPU,unknown,unknown,8.0,256.0,12.4404244429254,,,,,,9034.603152020143
Lenovo,Custom 3.39GHz,Unknown GPU,unknown,unknown,4.0,512.0,11.865855204329618,,,,,,17155.69259960478
Lenovo,Custom 1.82GHz,Unknown GPU,unknown,unknown,4.0,512.0,11.694207909081811,,,,,,16631.665778958082
Acer,Custom 3.57GHz,Unknown GPU,unknown,unknown,32.0,256.0,11.16350007170489,,,,,,10560.36350044493
Asus,Custom 3.46GHz,Unknown GPU,unknown,unknown,32.0,256.0,14.141518911328715,,,,,,10856.606358975563
HP,Custom 3.27GHz,Unknown GPU,unknown,unknown,4.0,256.0,12.309559236162375,,,,,,9273.581909907169
Asus,Custom 1.59GHz,Unknown GPU,unknown,unknown,8.0,256.0,16.93659059467779,,,,,,9290.096987341743
Asus,Custom 2.26GHz,Unknown GPU,unknown,unknown,4.0,1000.0,14.446620535233237,,,,,,31460.13124201373
Lenovo,Custom 2.16GHz,Unknown GPU,unknown,unknown,32.0,1000.0,11.827311616136065,,,,,,32764.01284416276
Asus,Custom 2.40GHz,Unknown GPU,unknown,unknown,4.0,256.0,15.132575244868192,,,,,,9287.756516757589
Dell,Custom 1.72GHz,Unknown GPU,unknown,unknown,32.0,1000.0,16.38646139905835,,,,,,33267.88053404709
Lenovo,Custom 3.84GHz,Unknown GPU,unknown,unknown,32.0,512.0,15.471076972217686,,,,,,18743.569392030524
Dell,Custom 2.88GHz,Unknown GPU,unknown,unknown,4.0,1000.0,11.458639166236686,,,,,,31500.579121575098
HP,Custom 2.26GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.375305087155958,,,,,,31579.969088229787
Lenovo,Custom 2.49GHz,Unknown GPU,unknown,unknown,16.0,256.0,15.763576315159789,,,,,,9718.504049627418
HP,Custom 2.62GHz,Unknown GPU,unknown,unknown,4.0,1000.0,11.949823400633688,,,,,,31165.01940345165
Lenovo,Custom 3.00GHz,Unknown GPU,unknown,unknown,16.0,1000.0,11.3107153323969,,,,,,32210.84467814835
Acer,Custom 2.79GHz,Unknown GPU,unknown,unknown,4.0,1000.0,14.343863451885852,,,,,,31299.096337077222
Asus,Custom 3.80GHz,Unknown GPU,unknown,unknown,16.0,1000.0,11.936214868039862,,,,,,32190.565833666125
Acer,Custom 2.74GHz,Unknown GPU,unknown,unknown,8.0,512.0,16.00754571557163,,,,,,17224.935754364804
HP,Custom 3.98GHz,Unknown GPU,unknown,unknown,8.0,256.0,13.150007940030044,,,,,,9550.586044502412
Asus,Custom 3.63GHz,Unknown GPU,unknown,unknown,4.0,256.0,16.47735466841945,,,,,,9310.97376700503
Lenovo,Custom 2.02GHz,Unknown GPU,unknown,unknown,32.0,512.0,14.394129032846037,,,,,,17879.225669647967
Asus,Custom 3.83GHz,Unknown GPU,unknown,unknown,16.0,1000.0,12.096034305438009,,,,,,32503.38900195016
Dell,Custom 1.79GHz,Unknown GPU,unknown,unknown,32.0,512.0,11.8375932041588,,,,,,17848.648929480383
Asus,Custom 3.54GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.458834625346524,,,,,,32948.390259346575
Dell,Custom 2.45GHz,Unknown GPU,unknown,unknown,32.0,512.0,15.571301671174664,,,,,,17863.49092017457
Asus,Custom 3.69GHz,Unknown GPU,unknown,unknown,8.0,256.0,15.689033886453092,,,,,,9605.248956027845
Dell,Custom 3.67GHz,Unknown GPU,unknown,unknown,4.0,256.0,12.654544426647687,,,,,,9268.415327997422
HP,Custom 3.51GHz,Unknown GPU,unknown,unknown,4.0,256.0,12.225480553473004,,,,,,9320.050038383062
Acer,Custom 3.48GHz,Unknown GPU,unknown,unknown,8.0,1000.0,11.100537826954294,,,,,,31555.484375687003
Lenovo,Custom 2.26GHz,Unknown GPU,unknown,unknown,8.0,1000.0,15.075194907207017,,,,,,31775.100781173467
Asus,Custom 1.70GHz,Unknown GPU,unknown,unknown,4.0,512.0,11.459409550601231,,,,,,16213.281162170935
Acer,Custom 2.51GHz,Unknown GPU,unknown,unknown,32.0,512.0,13.524567210595556,,,,,,18187.249004710426
Lenovo,Custom 1.93GHz,Unknown GPU,unknown,unknown,16.0,256.0,14.610092984109777,,,,,,9654.234216413864
Lenovo,Custom 3.24GHz,Unknown GPU,unknown,unknown,16.0,1000.0,16.622653669518062,,,,,,32242.39494101568
Dell,Custom 2.37GHz,Unknown GPU,unknown,unknown,16.0,512.0,12.870812821734612,,,,,,17379.97583682769
HP,Custom 3.94GHz,Unknown GPU,unknown,unknown,32.0,1000.0,12.498632974679118,,,,,,33254.52420078501
HP,Custom 3.10GHz,Unknown GPU,unknown,unknown,4.0,1000.0,14.92496092571659,,,,,,31838.33720666597
Acer,Custom 3.56GHz,Unknown GPU,unknown,unknown,8.0,256.0,14.71543419232149,,,,,,9530.952687533918
HP,Custom 1.83GHz,Unknown GPU,unknown,unknown,4.0,256.0,12.992658699848748,,,,,,8771.368296242576
Asus,Custom 3.66GHz,Unknown GPU,unknown,unknown,32.0,1000.0,16.56861101305872,,,,,,33239.412259576195
HP,Custom 3.81GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.069173964937796,,,,,,31881.83967839809
Acer,Custom 2.72GHz,Unknown GPU,unknown,unknown,32.0,1000.0,12.343895275190487,,,,,,33108.08855567776
HP,Custom 3.02GHz,Unknown GPU,unknown,unknown,16.0,1000.0,12.43485527260714,,,,,,31992.823010825137
Asus,Custom 3.41GHz,Unknown GPU,unknown,unknown,16.0,256.0,14.073802081322484,,,,,,9737.946500559405
Dell,Custom 1.94GHz,Unknown GPU,unknown,unknown,32.0,512.0,15.64143261038432,,,,,,18154.66194832175
Acer,Custom 2.76GHz,Unknown GPU,unknown,unknown,8.0,256.0,11.264242276330789,,,,,,8965.445226169082
Dell,Custom 2.50GHz,Unknown GPU,unknown,unknown,8.0,512.0,15.16001092240824,,,,,,16930.188997563248
Dell,Custom 1.87GHz,Unknown GPU,unknown,unknown,4.0,1000.0,14.88941538429258,,,,,,31266.009292397022
Dell,Custom 2.42GHz,Unknown GPU,unknown,unknown,16.0,512.0,12.388880575477929,,,,,,17402.130812294912
Lenovo,Custom 1.67GHz,Unknown GPU,unknown,unknown,4.0,256.0,15.088118079448092,,,,,,8780.660812137545
Lenovo,Custom 1.56GHz,Unknown GPU,unknown,unknown,4.0,256.0,16.641099147512495,,,,,,8807.45631198526
Dell,Custom 1.84GHz,Unknown GPU,unknown,unknown,32.0,1000.0,11.280715069830611,,,,,,32879.801956539945
Acer,Custom 3.91GHz,Unknown GPU,unknown,unknown,32.0,256.0,12.917912331752376,,,,,,10776.326669448184
Asus,Custom 2.87GHz,Unknown GPU,unknown,unknown,4.0,1000.0,13.629060299998132,,,,,,31672.55122106269
Asus,Custom 3.91GHz,Unknown GPU,unknown,unknown,16.0,256.0,16.395562153548138,,,,,,9937.855120726465
HP,Custom 2.58GHz,Unknown GPU,unknown,unknown,32.0,256.0,16.77356867965494,,,,,,10583.974206579704
Acer,Custom 2.28GHz,Unknown GPU,unknown,unknown,4.0,1000.0,13.664691478977993,,,,,,31431.96659934872
Lenovo,Custom 2.77GHz,Unknown GPU,unknown,unknown,4.0,512.0,15.500170472853148,,,,,,17224.796074094204
Dell,Custom 2.60GHz,Unknown GPU,unknown,unknown,4.0,256.0,14.189966142586895,,,,,,9101.456489806602
HP,Custom 1.76GHz,Unknown GPU,unknown,unknown,4.0,512.0,14.22669760844826,,,,,,16619.368307116365
Asus,Custom 3.10GHz,Unknown GPU,unknown,unknown,4.0,256.0,12.66859709039814,,,,,,9432.751389592717
Lenovo,Custom 2.04GHz,Unknown GPU,unknown,unknown,4.0,256.0,12.301737475183277,,,,,,8921.533462229636
Lenovo,Custom 3.05GHz,Unknown GPU,unknown,unknown,32.0,256.0,12.728032075544249,,,,,,10674.025311431891
Dell,Custom 3.13GHz,Unknown GPU,unknown,unknown,16.0,256.0,14.337968043542476,,,,,,10061.27182276968
Asus,Custom 1.88GHz,Unknown GPU,unknown,unknown,4.0,512.0,11.174931116132534,,,,,,16495.310389802176
Acer,Custom 1.65GHz,Unknown GPU,unknown,unknown,8.0,512.0,16.443493666138437,,,,,,16947.904214676655
Lenovo,Custom 3.45GHz,Unknown GPU,unknown,unknown,32.0,256.0,11.937702257298657,,,,,,11021.313118799026
Dell,Custom 2.65GHz,Unknown GPU,unknown,unknown,32.0,256.0,12.32053206122832,,,,,,10692.58576411101
Acer,Custom 1.65GHz,Unknown GPU,unknown,unknown,4.0,512.0,14.109657058685878,,,,,,16690.666299432294
Asus,Custom 3.99GHz,Unknown GPU,unknown,unknown,32.0,1000.0,15.260688598023677,,,,,,33122.00019262631
Lenovo,Custom 1.64GHz,Unknown GPU,unknown,unknown,4.0,1000.0,11.574374328466384,,,,,,31096.73478515804
Acer,Custom 3.24GHz,Unknown GPU,unknown,unknown,16.0,512.0,12.906168185282972,,,,,,17326.62382491818
Acer,Custom 3.96GHz,Unknown GPU,unknown,unknown,16.0,256.0,16.81204763344614,,,,,,10384.21040704151
Acer,Custom 2.10GHz,Unknown GPU,unknown,unknown,32.0,256.0,12.574057800685674,,,,,,10680.026168958457
Lenovo,Custom 1.86GHz,Unknown GPU,unknown,unknown,32.0,1000.0,12.87830087037888,,,,,,32563.092342958476
Lenovo,Custom 1.80GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.0189909437082,,,,,,31617.262952743706
HP,Custom 2.26GHz,Unknown GPU,unknown,unknown,32.0,512.0,11.301286590142732,,,,,,18124.40980082335
Asus,Custom 1.75GHz,Unknown GPU,unknown,unknown,8.0,1000.0,13.787679012853824,,,,,,31730.7663560954
Dell,Custom 3.23GHz,Unknown GPU,unknown,unknown,16.0,512.0,13.277700586710022,,,,,,17622.2145575574
Acer,Custom 1.66GHz,Unknown GPU,unknown,unknown,16.0,1000.0,12.899520559451908,,,,,,31852.20156348976
HP,Custom 2.77GHz,Unknown GPU,unknown,unknown,4.0,1000.0,12.714197564268588,,,,,,31378.489586473937
Dell,Custom 3.99GHz,Unknown GPU,unknown,unknown,16.0,1000.0,11.548244629162456,,,,,,32360.21331265167
HP,Custom 3.53GHz,Unknown GPU,unknown,unknown,8.0,256.0,12.888954976109892,,,,,,9429.518083614452
Lenovo,Custom 3.04GHz,Unknown GPU,unknown,unknown,32.0,256.0,11.258314416294011,,,,,,10615.154383936717
Acer,Custom 2.27GHz,Unknown GPU,unknown,unknown,4.0,256.0,15.685783181866611,,,,,,9100.836436937352
Dell,Custom 3.06GHz,Unknown GPU,unknown,unknown,8.0,1000.0,13.38936676374807,,,,,,31682.62474127944
Dell,Custom 2.82GHz,Unknown GPU,unknown,unknown,32.0,512.0,13.66342299391947,,,,,,18076.176555131093
Dell,Custom 2.57GHz,Unknown GPU,unknown,unknown,4.0,512.0,16.361567518700788,,,,,,16966.747382653815
Dell,Custom 1.83GHz,Unknown GPU,unknown,unknown,16.0,512.0,14.948329903167323,,,,,,17306.624142207762
Dell,Custom 3.72GHz,Unknown GPU,unknown,unknown,8.0,512.0,11.048354620052718,,,,,,17545.434177776024
HP,Custom 2.62GHz,Unknown GPU,unknown,unknown,32.0,256.0,16.65904893776771,,,,,,10404.656364747576
Acer,Custom 1.99GHz,Unknown GPU,unknown,unknown,4.0,256.0,12.422866795866268,,,,,,9105.360514190024
Lenovo,Custom 2.42GHz,Unknown GPU,unknown,unknown,4.0,1000.0,11.645685108559151,,,,,,31368.34593981929
Lenovo,Custom 2.54GHz,Unknown GPU,unknown,unknown,16.0,1000.0,15.608769070285293,,,,,,32511.825418557142
Lenovo,Custom 3.57GHz,Unknown GPU,unknown,unknown,32.0,512.0,14.00286389520031,,,,,,18519.25082369232
Lenovo,Custom 3.33GHz,Unknown GPU,unknown,unknown,16.0,256.0,13.602623396108106,,,,,,9953.512205585715
HP,Custom 3.42GHz,Unknown GPU,unknown,unknown,16.0,512.0,12.49701847809645,,,,,,17555.22769875267
Asus,Custom 1.53GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.284828939173911,,,,,,32513.47571532257
Acer,Custom 2.54GHz,Unknown GPU,unknown,unknown,32.0,1000.0,12.646307631215524,,,,,,32885.83478410924
Dell,Custom 2.70GHz,Unknown GPU,unknown,unknown,32.0,512.0,16.409498031722407,,,,,,18010.960644367682
Asus,Custom 1.55GHz,Unknown GPU,unknown,unknown,8.0,1000.0,12.291226878399156,,,,,,31160.957275266264
Lenovo,Custom 2.15GHz,Unknown GPU,unknown,unknown,32.0,512.0,16.306130902734523,,,,,,18385.20376962034
Asus,Custom 3.40GHz,Unknown GPU,unknown,unknown,4.0,256.0,14.356432554364142,,,,,,8966.377697268257
Acer,Custom 1.84GHz,Unknown GPU,unknown,unknown,16.0,512.0,15.970928803371446,,,,,,17261.630105190296
Dell,Custom 2.84GHz,Unknown GPU,unknown,unknown,8.0,256.0,15.27707597516573,,,,,,9197.072872167342
Dell,Custom 2.04GHz,Unknown GPU,unknown,unknown,32.0,256.0,15.180170668620493,,,,,,10368.844116768449
Acer,Custom 1.53GHz,Unknown GPU,unknown,unknown,8.0,1000.0,12.946074846170337,,,,,,31472.847052929457
Acer,Custom 2.10GHz,Unknown GPU,unknown,unknown,32.0,1000.0,12.40338158883322,,,,,,32927.59822898311
Lenovo,Custom 3.94GHz,Unknown GPU,unknown,unknown,8.0,1000.0,12.265317366084728,,,,,,32150.73202907923
Dell,Custom 3.50GHz,Unknown GPU,unknown,unknown,16.0,512.0,16.14314994235753,,,,,,17453.133812303007
Asus,Custom 3.90GHz,Unknown GPU,unknown,unknown,16.0,512.0,15.92256092155412,,,,,,17641.599962965385
HP,Custom 2.72GHz,Unknown GPU,unknown,unknown,4.0,1000.0,13.643441168073844,,,,,,32307.19075540181
HP,Custom 1.77GHz,Unknown GPU,unknown,unknown,4.0,512.0,11.794427680978728,,,,,,16565.69346983908
Acer,Custom 2.87GHz,Unknown GPU,unknown,unknown,32.0,1000.0,13.29351351186475,,,,,,32725.914020821376
Lenovo,Custom 2.64GHz,Unknown GPU,unknown,unknown,16.0,512.0,14.716060724821467,,,,,,17300.98076961925
HP,Custom 3.61GHz,Unknown GPU,unknown,unknown,8.0,256.0,13.726418926879717,,,,,,9506.2435788224
Dell,Custom 1.75GHz,Unknown GPU,unknown,unknown,8.0,256.0,15.68113561089797,,,,,,9134.695215844837
Acer,Custom 2.72GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.985736933508313,,,,,,31701.98531413684
Asus,Custom 1.88GHz,Unknown GPU,unknown,unknown,4.0,512.0,12.14679253069338,,,,,,16647.177496646727
Acer,Custom 2.31GHz,Unknown GPU,unknown,unknown,8.0,512.0,13.757904917957434,,,,,,16945.635712780964
Asus,Custom 3.34GHz,Unknown GPU,unknown,unknown,4.0,256.0,13.585903411524932,,,,,,9106.686028786318
Acer,Custom 2.69GHz,Unknown GPU,unknown,unknown,4.0,256.0,12.826955196493705,,,,,,9213.792839595322
Acer,Custom 2.44GHz,Unknown GPU,unknown,unknown,32.0,1000.0,12.188573100321737,,,,,,32815.18251283006
Acer,Custom 2.49GHz,Unknown GPU,unknown,unknown,8.0,256.0,11.394152698937956,,,,,,9376.584994369729
Asus,Custom 2.65GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.322715903342193,,,,,,31374.55966941488
Asus,Custom 3.46GHz,Unknown GPU,unknown,unknown,16.0,256.0,13.519092186117906,,,,,,9929.37740987491
Acer,Custom 3.73GHz,Unknown GPU,unknown,unknown,32.0,256.0,13.981373111000291,,,,,,10382.840434256868
HP,Custom 3.89GHz,Unknown GPU,unknown,unknown,16.0,512.0,16.501652289205495,,,,,,17685.069592386008
Lenovo,Custom 3.47GHz,Unknown GPU,unknown,unknown,32.0,256.0,15.657742865095686,,,,,,10881.587053000309
Lenovo,Custom 2.29GHz,Unknown GPU,unknown,unknown,8.0,256.0,11.783007584703103,,,,,,9453.54246975951
Lenovo,Custom 3.22GHz,Unknown GPU,unknown,unknown,4.0,1000.0,14.392519805646456,,,,,,31665.88401371413
Asus,Custom 2.59GHz,Unknown GPU,unknown,unknown,4.0,256.0,13.653513659117356,,,,,,9277.58422575505
Asus,Custom 2.14GHz,Unknown GPU,unknown,unknown,4.0,1000.0,15.783266435472576,,,,,,31341.446312517983
HP,Custom 3.60GHz,Unknown GPU,unknown,unknown,4.0,256.0,15.345395285671696,,,,,,9261.621121538949
Lenovo,Custom 1.60GHz,Unknown GPU,unknown,unknown,4.0,256.0,15.142434331466433,,,,,,9495.625371845676
Lenovo,Custom 3.75GHz,Unknown GPU,unknown,unknown,16.0,1000.0,13.043269012879382,,,,,,32427.605391210767
Acer,Custom 2.65GHz,Unknown GPU,unknown,unknown,32.0,512.0,15.829782382395528,,,,,,18028.999080892296
Asus,Custom 3.09GHz,Unknown GPU,unknown,unknown,8.0,1000.0,11.314347773569168,,,,,,31359.91338744827
Lenovo,Custom 3.15GHz,Unknown GPU,unknown,unknown,16.0,1000.0,11.957749408593005,,,,,,32045.64145051028
HP,Custom 3.74GHz,Unknown GPU,unknown,unknown,32.0,1000.0,13.01373963786747,,,,,,33309.86950091103
HP,Custom 3.09GHz,Unknown GPU,unknown,unknown,4.0,512.0,11.460844646415689,,,,,,16896.06751963396
Lenovo,Custom 3.03GHz,Unknown GPU,unknown,unknown,32.0,256.0,12.40996566520815,,,,,,10148.017388946038
Asus,Custom 1.67GHz,Unknown GPU,unknown,unknown,32.0,1000.0,15.980905897987508,,,,,,32684.106787249348
HP,Custom 2.80GHz,Unknown GPU,unknown,unknown,4.0,1000.0,16.689509226740476,,,,,,31571.913188565733
Acer,Custom 1.88GHz,Unknown GPU,unknown,unknown,4.0,512.0,12.827614134645144,,,,,,16186.628098963016
HP,Custom 3.34GHz,Unknown GPU,unknown,unknown,4.0,1000.0,12.587094823933027,,,,,,31593.668017334785
Dell,Custom 2.78GHz,Unknown GPU,unknown,unknown,8.0,256.0,12.67935591347856,,,,,,9149.52183158709
Dell,Custom 3.20GHz,Unknown GPU,unknown,unknown,4.0,512.0,12.666314524105063,,,,,,16552.404779460052
Asus,Custom 1.60GHz,Unknown GPU,unknown,unknown,8.0,256.0,11.215581093115835,,,,,,9407.473458677823
Lenovo,Custom 1.71GHz,Unknown GPU,unknown,unknown,4.0,256.0,16.56149807798665,,,,,,8807.696701661907
Apple,Intel Core i5 2.3GHz,Intel Iris Plus Graphics 640,macOS,ssd,8.0,128.0,13.3,,,,,,120572.1
Apple,Intel Core i5 1.8GHz,Intel HD Graphics 6000,macOS,ssd,8.0,128.0,13.3,,,,,,80904.6
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,No OS,ssd,8.0,256.0,15.6,,,,,,51750.0
Apple,Intel Core i7 2.7GHz,AMD Radeon Pro 455,macOS,ssd,16.0,512.0,15.4,,,,,,228370.49999999997
Apple,Intel Core i5 3.1GHz,Intel Iris Plus Graphics 650,macOS,ssd,8.0,256.0,13.3,,,,,,162324.0
Acer,AMD A9-Series 9420 3.0GHz,AMD Radeon R5,Windows 10,hdd,4.0,500.0,15.6,,,,,,36000.0
Apple,Intel Core i7 2.2GHz,Intel Iris Pro Graphics,Mac OS X,ssd,16.0,256.0,15.4,,,,,,192597.3
Apple,Intel Core i5 1.8GHz,Intel HD Graphics 6000,macOS,ssd,8.0,256.0,13.3,,,,,,104283.0
Asus,Intel Core i7 8550U 1.8GHz,Nvidia GeForce MX150,Windows 10,ssd,16.0,512.0,14.0,,,,,,134550.0
Acer,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,69300.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,No OS,hdd,4.0,500.0,15.6,,,,,,35451.0
HP,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,No OS,hdd,4.0,500.0,15.6,,,,,,31049.100000000002
Apple,Intel Core i7 2.8GHz,AMD Radeon Pro 555,macOS,ssd,16.0,256.0,15.4,,,,,,219597.3
Dell,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M430,Windows 10,ssd,4.0,256.0,15.6,,,,,,44901.0
Apple,Intel Core M m3 1.2GHz,Intel HD Graphics 615,macOS,ssd,8.0,256.0,12.0,,,,,,113616.00000000001
Apple,Intel Core i5 2.3GHz,Intel Iris Plus Graphics 640,macOS,ssd,8.0,256.0,13.3,,,,,,136669.5
Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,Windows 10,ssd,8.0,256.0,15.6,,,,,,67050.0
Apple,Intel Core i7 2.9GHz,AMD Radeon Pro 560,macOS,ssd,16.0,512.0,15.4,,,,,,257220.0
Lenovo,Intel Core i3 7100U 2.4GHz,Nvidia GeForce 940MX,No OS,hdd,8.0,1024.0,15.6,,,,,,44910.0
Dell,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,ssd,8.0,128.0,13.3,,,,,,88110.0
Asus,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics 400,Windows 10,ssd,2.0,32.0,11.6,,,,,,17271.0
Lenovo,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,1152.0,15.6,,,,,,89910.0
HP,AMD E-Series E2-9000e 1.5GHz,AMD Radeon R2,No OS,hdd,4.0,500.0,15.6,,,,,,23220.0
Dell,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,73710.0
HP,Intel Core i7 8550U 1.8GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,15.6,,,,,,59310.0
Dell,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,1024.0,15.6,,,,,,37677.6
Apple,Intel Core i5 1.6GHz,Intel HD Graphics 6000,Mac OS X,ssd,8.0,128.0,13.3,,,,,,98910.0
Dell,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,Windows 10,ssd,8.0,256.0,15.6,,,,,,72000.0
Dell,Intel Core i7 8650U 1.9GHz,Intel UHD Graphics 620,Windows 10,ssd,8.0,512.0,15.6,,,,,,116820.0
HP,Intel Core i5 8250U 1.6GHz,Nvidia GeForce 930MX,Windows 10,hdd,8.0,1024.0,17.3,,,,,,80640.0
Chuwi,Intel Atom x5-Z8300 1.44GHz,Intel HD Graphics,Windows 10,ssd,4.0,64.0,15.6,,,,,,22049.100000000002
Asus,AMD E-Series E2-6110 1.5GHz,AMD Radeon R2,Windows 10,ssd,2.0,32.0,14.0,,,,,,17910.0
HP,AMD A6-Series 9220 2.5GHz,AMD Radeon 530,Windows 10,hdd,4.0,500.0,17.3,,,,,,39510.0
Dell,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,Windows 10,ssd,16.0,512.0,13.3,,,,,,168210.0
Apple,Intel Core i5 1.6GHz,Intel HD Graphics 6000,Mac OS X,ssd,8.0,256.0,13.3,,,,,,89820.0
Lenovo,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,ssd,4.0,64.0,14.0,,,,,,22410.0
Acer,Intel Core i3 7130U 2.7GHz,Intel HD Graphics 620,Linux,hdd,4.0,1024.0,15.6,,,,,,33030.0
Dell,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,Windows 10,ssd,8.0,1152.0,17.3,,,,,,88110.0
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,1024.0,15.6,,,,,,43982.1
HP,Intel Core i5 8250U 1.6GHz,Nvidia GeForce 930MX,Windows 10,ssd,8.0,256.0,15.6,,,,,,79110.0
Asus,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 620,Linux,hdd,4.0,1024.0,15.6,,,,,,35010.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,1280.0,15.6,,,,,,134910.0
Asus,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,Linux,hdd,8.0,1024.0,15.6,,,,,,47069.1
Acer,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,ssd,4.0,256.0,15.6,,,,,,61380.0
Dell,Intel Core i5 8250U 1.6GHz,Nvidia GeForce 150MX,Windows 10,hdd,12.0,1024.0,17.3,,,,,,89910.0
Apple,Intel Core i5 2.0GHz,Intel Iris Graphics 540,macOS,ssd,8.0,256.0,13.3,,,,,,127710.0
Lenovo,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,No OS,ssd,4.0,128.0,15.6,,,,,,33210.0
Asus,AMD Ryzen 1700 3.0GHz,AMD Radeon RX 580,Windows 10,ssd,8.0,1280.0,17.3,,,,,,116910.0
Dell,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,Windows 10,ssd,4.0,256.0,15.6,,,,,,57510.0
Asus,Intel Pentium Quad Core N4200 1.1GHz,Nvidia GeForce 920MX,Windows 10,hdd,4.0,1024.0,17.3,,,,,,41940.0
Lenovo,Intel Atom x5-Z8550 1.44GHz,Intel HD Graphics 400,Android,ssd,4.0,64.0,10.1,,,,,,28710.0
Acer,Intel Core i7 8550U 1.8GHz,Nvidia GeForce MX150,Windows 10,ssd,8.0,256.0,15.6,,,,,,75690.0
HP,AMD A6-Series 9220 2.5GHz,AMD Radeon R4 Graphics,Windows 10,ssd,4.0,256.0,15.6,,,,,,35864.1
HP,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,Windows 10,ssd,8.0,512.0,13.3,,,,,,99270.0
Acer,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,1024.0,15.6,,,,,,34560.0
Dell,Intel Core i7 8550U 1.8GHz,AMD Radeon 520,Windows 10,ssd,8.0,256.0,15.6,,,,,,69102.0
HP,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Windows 10,ssd,4.0,128.0,15.6,,,,,,39510.0
