brand,cpu,gpu,os,storage_type,ram_gb,storage_gb,screen_inches,rating,warranty_years,cpu_physical_cores,cpu_threads,year,price
Dell,Custom 3.34GHz,Unknown GPU,unknown,unknown,16.0,512.0,13.08237421099637,,,,,,17572.439863049596
HP,Custom 3.16GHz,Unknown GPU,unknown,unknown,32.0,256.0,14.28342512252386,,,,,,10307.602054620887
Dell,Custom 2.69GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.950637285875494,,,,,,31553.39887164781
Dell,Custom 3.61GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.985210278430714,,,,,,33489.96968925737
Dell,Custom 3.51GHz,Unknown GPU,unknown,unknown,8.0,256.0,12.195475726449883,,,,,,9431.367188490723
Acer,Custom 2.96GHz,Unknown GPU,unknown,unknown,8.0,512.0,11.269768649549306,,,,,,16951.439990127954
Lenovo,Custom 3.67GHz,Unknown GPU,unknown,unknown,32.0,1000.0,11.758138887887064,,,,,,32968.61211133288
Dell,Custom 2.01GHz,Unknown GPU,unknown,unknown,32.0,512.0,14.375331207638284,,,,,,18036.244976572903
Lenovo,Custom 1.78GHz,Unknown GPU,unknown,unknown,8.0,256.0,15.590961972900596,,,,,,9341.544154752515
Asus,Custom 2.17GHz,Unknown GPU,unknown,unknown,32.0,512.0,16.642515243804482,,,,,,18293.33190003984
HP,Custom 1.64GHz,Unknown GPU,unknown,unknown,8.0,1000.0,11.094939031980925,,,,,,31331.87614219564
Asus,Custom 2.83GHz,Unknown GPU,unknown,unknown,16.0,1000.0,14.136560849371218,,,,,,32057.59755714992
Asus,Custom 3.84GHz,Unknown GPU,unknown,unknown,32.0,512.0,13.82520413733906,,,,,,18728.750414928563
Acer,Custom 1.60GHz,Unknown GPU,unknown,unknown,16.0,256.0,14.936330131854223,,,,,,9252.224764996936
HP,Custom 1.81GHz,Unknown GPU,unknown,unknown,4.0,512.0,14.357473126792051,,,,,,16674.176268095754
Asus,Custom 2.63GHz,Unknown GPU,unknown,unknown,16.0,256.0,15.122234903494885,,,,,,9804.015334953754
Asus,Custom 3.83GHz,Unknown GPU,unknown,unknown,16.0,512.0,14.948495508495142,,,,,,17539.352432879663
HP,Custom 2.29GHz,Unknown GPU,unknown,unknown,8.0,1000.0,11.702070349147675,,,,,,31522.5034922794
HP,Custom 2.77GHz,Unknown GPU,unknown,unknown,16.0,256.0,15.798307481712316,,,,,,9642.707126680169
Asus,Custom 1.60GHz,Unknown GPU,unknown,unknown,32.0,256.0,11.739395454297949,,,,,,10438.451567581356
HP,Custom 1.87GHz,Unknown GPU,unknown,unknown,8.0,256.0,15.191183751254822,,,,,,8960.49719990869
Asus,Custom 3.97GHz,Unknown GPU,unknown,unknown,4.0,1000.0,13.49687220584364,,,,,,31954.085256659306
Asus,Custom 3.91GHz,Unknown GPU,unknown,unknown,32.0,512.0,14.083104407459588,,,,,,18484.08666372973
Acer,Custom 1.51GHz,Unknown GPU,unknown,unknown,4.0,1000.0,16.419788086254265,,,,,,31192.302691149176
Dell,Custom 3.88GHz,Unknown GPU,unknown,unknown,16.0,256.0,16.339302358840918,,,,,,9848.907001761569
Asus,Custom 3.10GHz,Unknown GPU,unknown,unknown,32.0,512.0,15.907137833930175,,,,,,18564.873708531173
Lenovo,Custom 3.67GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.06089028273794,,,,,,32943.021188327635
Dell,Custom 2.64GHz,Unknown GPU,unknown,unknown,4.0,256.0,15.417438860803,,,,,,8951.260150923878
Dell,Custom 2.79GHz,Unknown GPU,unknown,unknown,32.0,256.0,14.077382333112856,,,,,,10805.22151252119
Dell,Custom 2.72GHz,Unknown GPU,unknown,unknown,32.0,1000.0,16.217636494848666,,,,,,32761.71742683985
Acer,Custom 3.17GHz,Unknown GPU,unknown,unknown,32.0,1000.0,13.4166549993974,,,,,,32953.47077163469
Asus,Custom 1.85GHz,Unknown GPU,unknown,unknown,16.0,1000.0,16.82141206648926,,,,,,32130.932571244823
Acer,Custom 1.57GHz,Unknown GPU,unknown,unknown,4.0,256.0,16.593936549373264,,,,,,9026.508630007324
Asus,Custom 2.27GHz,Unknown GPU,unknown,unknown,32.0,1000.0,15.449615716710714,,,,,,33188.9231533668
Acer,Custom 3.26GHz,Unknown GPU,unknown,unknown,8.0,256.0,12.676495305056433,,,,,,9283.177998259893
Acer,Custom 2.00GHz,Unknown GPU,unknown,unknown,8.0,1000.0,11.78992153275955,,,,,,31446.97748763949
Lenovo,Custom 3.18GHz,Unknown GPU,unknown,unknown,8.0,256.0,16.128220700559183,,,,,,9468.282674289843
Acer,Custom 3.92GHz,Unknown GPU,unknown,unknown,8.0,256.0,11.991813716827767,,,,,,9684.282946767202
HP,Custom 1.73GHz,Unknown GPU,unknown,unknown,16.0,512.0,16.125564733984014,,,,,,17543.33453761382
Lenovo,Custom 3.18GHz,Unknown GPU,unknown,unknown,32.0,1000.0,13.944590040274162,,,,,,33000.20423707547
Acer,Custom 2.61GHz,Unknown GPU,unknown,unknown,4.0,1000.0,13.439340702848623,,,,,,31420.17334262457
Dell,Custom 3.67GHz,Unknown GPU,unknown,unknown,32.0,256.0,16.419144673006574,,,,,,10521.560806348574
HP,Custom 1.94GHz,Unknown GPU,unknown,unknown,16.0,256.0,14.623105895241668,,,,,,9643.781766169588
HP,Custom 3.23GHz,Unknown GPU,unknown,unknown,8.0,256.0,14.459684042778306,,,,,,9346.199597968807
HP,Custom 3.60GHz,Unknown GPU,unknown,unknown,16.0,512.0,14.352595667746384,,,,,,17769.029726326044
Lenovo,Custom 3.86GHz,Unknown GPU,unknown,unknown,32.0,512.0,13.227017096117187,,,,,,18371.271509808023
Acer,Custom 3.21GHz,Unknown GPU,unknown,unknown,4.0,256.0,15.713858621174763,,,,,,9240.67613254145
Acer,Custom 2.74GHz,Unknown GPU,unknown,unknown,16.0,1000.0,12.516790664094636,,,,,,31778.847134015232
Dell,Custom 3.04GHz,Unknown GPU,unknown,unknown,4.0,1000.0,16.63336976024765,,,,,,31234.928876827467
Dell,Custom 3.67GHz,Unknown GPU,unknown,unknown,16.0,512.0,16.363911230281765,,,,,,18071.45594572585
HP,Custom 2.93GHz,Unknown GPU,unknown,unknown,4.0,512.0,13.02488195404939,,,,,,16893.740258565627
Dell,Custom 1.58GHz,Unknown GPU,unknown,unknown,4.0,256.0,15.37678261898998,,,,,,9049.026871794313
Lenovo,Custom 3.83GHz,Unknown GPU,unknown,unknown,8.0,1000.0,14.439339166697549,,,,,,31735.42443245162
Acer,Custom 3.22GHz,Unknown GPU,unknown,unknown,4.0,256.0,13.025895811995408,,,,,,9412.59985713488
HP,Custom 3.19GHz,Unknown GPU,unknown,unknown,8.0,512.0,16.93112988797268,,,,,,17329.767812411545
Dell,Custom 2.04GHz,Unknown GPU,unknown,unknown,32.0,1000.0,11.151424075089585,,,,,,32526.828109098893
Lenovo,Custom 3.15GHz,Unknown GPU,unknown,unknown,32.0,1000.0,12.51587618372772,,,,,,32739.64821789146
Lenovo,Custom 2.48GHz,Unknown GPU,unknown,unknown,8.0,512.0,14.120444366666902,,,,,,16845.480994534384
Dell,Custom 3.13GHz,Unknown GPU,unknown,unknown,8.0,256.0,14.131718020871382,,,,,,9459.669088422834
Acer,Custom 1.77GHz,Unknown GPU,unknown,unknown,16.0,256.0,14.533598449673384,,,,,,9611.790008278744
Dell,Custom 3.14GHz,Unknown GPU,unknown,unknown,16.0,1000.0,15.510057032137516,,,,,,32216.957792421388
HP,Custom 4.00GHz,Unknown GPU,unknown,unknown,16.0,512.0,14.74086698311578,,,,,,17992.657054925832
Dell,Custom 1.62GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.601688763168225,,,,,,32533.06771514721
Lenovo,Custom 3.94GHz,Unknown GPU,unknown,unknown,16.0,512.0,11.32108677747826,,,,,,17430.73803160496
Dell,Custom 2.52GHz,Unknown GPU,unknown,unknown,4.0,256.0,13.25918172673579,,,,,,9121.350285490576
Acer,Custom 3.68GHz,Unknown GPU,unknown,unknown,4.0,512.0,12.392334438206936,,,,,,16675.425035779714
Asus,Custom 3.46GHz,Unknown GPU,unknown,unknown,16.0,256.0,12.592220669611851,,,,,,10040.27411209842
Dell,Custom 2.92GHz,Unknown GPU,unknown,unknown,4.0,512.0,14.326024846042069,,,,,,16924.307465983453
Acer,Custom 3.35GHz,Unknown GPU,unknown,unknown,32.0,1000.0,12.197031889577651,,,,,,32925.40344540765
Acer,Custom 3.70GHz,Unknown GPU,unknown,unknown,4.0,256.0,12.763694606101383,,,,,,9262.458812489702
Lenovo,Custom 2.51GHz,Unknown GPU,unknown,unknown,32.0,1000.0,12.42250825110404,,,,,,33009.991820949304
Acer,Custom 2.32GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.691017659309168,,,,,,31832.48694288418
Acer,Custom 3.17GHz,Unknown GPU,unknown,unknown,8.0,256.0,16.66799439302657,,,,,,9470.813523423903
Acer,Custom 3.52GHz,Unknown GPU,unknown,unknown,8.0,256.0,14.65964935157631,,,,,,9647.162498392676
Acer,Custom 3.41GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.5471348123914,,,,,,32038.621807182244
HP,Custom 3.49GHz,Unknown GPU,unknown,unknown,4.0,1000.0,15.71487587281024,,,,,,31751.626360161416
HP,Custom 2.59GHz,Unknown GPU,unknown,unknown,16.0,1000.0,14.539687296810852,,,,,,32023.99593577724
Lenovo,Custom 3.54GHz,Unknown GPU,unknown,unknown,4.0,1000.0,11.038611268980777,,,,,,31661.825527825305
Dell,Custom 1.80GHz,Unknown GPU,unknown,unknown,32.0,256.0,15.635097716476425,,,,,,10195.392260005525
Acer,Custom 2.86GHz,Unknown GPU,unknown,unknown,4.0,256.0,15.214930049530814,,,,,,9232.829064224456
Dell,Custom 1.51GHz,Unknown GPU,unknown,unknown,4.0,1000.0,14.691521919694484,,,,,,31227.62554547839
Dell,Custom 2.31GHz,Unknown GPU,unknown,unknown,32.0,512.0,15.56254587009483,,,,,,18116.165590725548
Lenovo,Custom 2.42GHz,Unknown GPU,unknown,unknown,8.0,512.0,14.077532988648594,,,,,,16640.727832384706
Acer,Custom 2.49GHz,Unknown GPU,unknown,unknown,8.0,256.0,15.224499627928036,,,,,,9137.90627075809
Acer,Custom 3.24GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.61103252035896,,,,,,31753.56091948391
Asus,Custom 2.47GHz,Unknown GPU,unknown,unknown,16.0,1000.0,13.254830095076516,,,,,,32192.593101112045
Dell,Custom 2.62GHz,Unknown GPU,unknown,unknown,32.0,256.0,15.248731009403752,,,,,,10617.701964091477
Dell,Custom 2.09GHz,Unknown GPU,unknown,unknown,32.0,512.0,13.854126908065751,,,,,,18317.25807781471
HP,Custom 2.43GHz,Unknown GPU,unknown,unknown,4.0,512.0,15.04639791088389,,,,,,17073.491965768277
Asus,Custom 2.07GHz,Unknown GPU,unknown,unknown,16.0,512.0,15.577360013326183,,,,,,17425.207791952944
HP,Custom 1.68GHz,Unknown GPU,unknown,unknown,8.0,256.0,11.272715002614776,,,,,,9125.494379894904
HP,Custom 3.01GHz,Unknown GPU,unknown,unknown,16.0,512.0,14.879602663691973,,,,,,17324.418211582888
HP,Custom 3.17GHz,Unknown GPU,unknown,unknown,32.0,256.0,12.360447106441669,,,,,,11019.56817405083
Lenovo,Custom 3.05GHz,Unknown GPU,unknown,unknown,32.0,256.0,15.0201952268454,,,,,,10374.526469146394
Lenovo,Custom 2.66GHz,Unknown GPU,unknown,unknown,4.0,1000.0,13.80998111560288,,,,,,31494.3586227087
HP,Custom 2.45GHz,Unknown GPU,unknown,unknown,4.0,512.0,15.641316451189322,,,,,,17000.04279606425
Asus,Custom 3.66GHz,Unknown GPU,unknown,unknown,32.0,256.0,11.74040489123358,,,,,,10881.506435734313
Dell,Custom 2.80GHz,Unknown GPU,unknown,unknown,8.0,512.0,14.757934109937173,,,,,,16839.889865827867
Asus,Custom 2.70GHz,Unknown GPU,unknown,unknown,8.0,512.0,12.670824373565312,,,,,,16919.58957778899
Acer,Custom 1.56GHz,Unknown GPU,unknown,unknown,16.0,1000.0,16.11789197198355,,,,,,31727.413250211663
Lenovo,Custom 2.35GHz,Unknown GPU,unknown,unknown,32.0,512.0,16.570301033817845,,,,,,17817.927110290842
Dell,Custom 2.45GHz,Unknown GPU,unknown,unknown,32.0,1000.0,16.978389762074332,,,,,,32923.66424093799
Dell,Custom 2.50GHz,Unknown GPU,unknown,unknown,8.0,256.0,15.7760444145637,,,,,,9217.345503076524
Acer,Custom 2.95GHz,Unknown GPU,unknown,unknown,8.0,512.0,15.522404422568028,,,,,,17420.461668116226
Acer,Custom 2.83GHz,Unknown GPU,unknown,unknown,32.0,256.0,12.293004553205307,,,,,,10668.03049422374
HP,Custom 3.02GHz,Unknown GPU,unknown,unknown,4.0,512.0,13.016042353940652,,,,,,16908.293955737794
Lenovo,Custom 3.41GHz,Unknown GPU,unknown,unknown,32.0,256.0,13.794095250573676,,,,,,10614.656373393547
Lenovo,Custom 3.53GHz,Unknown GPU,unknown,unknown,32.0,512.0,15.6402862866935,,,,,,18478.144403711227
Asus,Custom 3.30GHz,Unknown GPU,unknown,unknown,8.0,512.0,16.48979519046781,,,,,,17159.322422840665
HP,Custom 3.89GHz,Unknown GPU,unknown,unknown,8.0,512.0,12.134834600137909,,,,,,17265.177331852225
HP,Custom 1.55GHz,Unknown GPU,unknown,unknown,4.0,512.0,16.53420490802062,,,,,,17050.344308089607
HP,Custom 1.99GHz,Unknown GPU,unknown,unknown,4.0,512.0,15.173747914124348,,,,,,16526.28524127009
HP,Custom 1.52GHz,Unknown GPU,unknown,unknown,16.0,512.0,14.664624384110232,,,,,,17192.85166958739
Lenovo,Custom 3.12GHz,Unknown GPU,unknown,unknown,32.0,512.0,12.199047627691638,,,,,,18423.12109446953
Lenovo,Custom 3.75GHz,Unknown GPU,unknown,unknown,8.0,512.0,11.333150196854904,,,,,,17128.6579256982
HP,Custom 2.11GHz,Unknown GPU,unknown,unknown,4.0,512.0,14.41078939104764,,,,,,17045.209680244476
Asus,Custom 3.82GHz,Unknown GPU,unknown,unknown,16.0,256.0,14.909094099973355,,,,,,10138.50213465183
Dell,Custom 1.65GHz,Unknown GPU,unknown,unknown,16.0,1000.0,12.264688696128127,,,,,,31685.744847782345
Dell,Custom 3.84GHz,Unknown GPU,unknown,unknown,8.0,512.0,14.338737234952738,,,,,,17330.837860127278
Asus,Custom 2.38GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.138960416575443,,,,,,31508.34110630341
HP,Custom 1.75GHz,Unknown GPU,unknown,unknown,16.0,512.0,16.01039567273012,,,,,,17134.107805427182
Lenovo,Custom 2.71GHz,Unknown GPU,unknown,unknown,4.0,512.0,16.564131083517783,,,,,,16856.3146807512
Dell,Custom 2.14GHz,Unknown GPU,unknown,unknown,16.0,256.0,13.195314857341282,,,,,,9877.701371611463
Acer,Custom 2.21GHz,Unknown GPU,unknown,unknown,32.0,256.0,12.908297435305512,,,,,,10603.04588948062
Acer,Custom 2.27GHz,Unknown GPU,unknown,unknown,32.0,1000.0,15.496556035884852,,,,,,32837.375721584285
Asus,Custom 3.51GHz,Unknown GPU,unknown,unknown,8.0,256.0,13.586674430582027,,,,,,9681.81450367459
HP,Custom 2.85GHz,Unknown GPU,unknown,unknown,4.0,256.0,11.525291984166683,,,,,,9197.983310634145
Dell,Custom 2.28GHz,Unknown GPU,unknown,unknown,4.0,1000.0,12.696806784022998,,,,,,31150.46348912145
HP,Custom 3.03GHz,Unknown GPU,unknown,unknown,32.0,256.0,13.511493713188935,,,,,,10601.345449746035
Dell,Custom 3.29GHz,Unknown GPU,unknown,unknown,16.0,512.0,12.755098552857511,,,,,,17524.667582559297
Asus,Custom 2.18GHz,Unknown GPU,unknown,unknown,8.0,1000.0,12.993233425683927,,,,,,31727.51669713056
Asus,Custom 2.53GHz,Unknown GPU,unknown,unknown,16.0,1000.0,12.762655437046345,,,,,,31925.07691690721
Acer,Custom 1.80GHz,Unknown GPU,unknown,unknown,16.0,512.0,11.248995003098477,,,,,,17030.91419141605
HP,Custom 1.95GHz,Unknown GPU,unknown,unknown,16.0,256.0,14.822568204946656,,,,,,9636.022750232672
Acer,Custom 3.20GHz,Unknown GPU,unknown,unknown,4.0,1000.0,14.583754522120817,,,,,,31471.246464932334
HP,Custom 1.95GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.920300990872084,,,,,,32690.20316177008
Acer,Custom 2.81GHz,Unknown GPU,unknown,unknown,4.0,512.0,12.153859376201764,,,,,,16815.944966357143
Lenovo,Custom 3.27GHz,Unknown GPU,unknown,unknown,32.0,512.0,12.773927249674912,,,,,,18247.31759738773
Lenovo,Custom 1.77GHz,Unknown GPU,unknown,unknown,8.0,256.0,14.717695561669531,,,,,,9384.527047699774
Lenovo,Custom 2.92GHz,Unknown GPU,unknown,unknown,8.0,1000.0,14.597765410759528,,,,,,32024.43102535619
Lenovo,Custom 2.14GHz,Unknown GPU,unknown,unknown,16.0,256.0,14.037981856125608,,,,,,9829.301900203083
Dell,Custom 3.91GHz,Unknown GPU,unknown,unknown,32.0,256.0,13.102479500061184,,,,,,10424.744893239906
Lenovo,Custom 2.71GHz,Unknown GPU,unknown,unknown,32.0,512.0,16.47758602864814,,,,,,18156.078113352567
Asus,Custom 3.51GHz,Unknown GPU,unknown,unknown,32.0,1000.0,13.038621453793064,,,,,,32982.441006081084
Asus,Custom 2.88GHz,Unknown GPU,unknown,unknown,16.0,1000.0,13.73371493862351,,,,,,31740.326520636645
Dell,Custom 1.61GHz,Unknown GPU,unknown,unknown,16.0,1000.0,15.068682985725252,,,,,,31723.780730333
Lenovo,Custom 3.08GHz,Unknown GPU,unknown,unknown,8.0,512.0,14.258128585200584,,,,,,17095.146166569753
Lenovo,Custom 3.88GHz,Unknown GPU,unknown,unknown,4.0,512.0,13.081315858186311,,,,,,16986.151280130784
Lenovo,Custom 3.00GHz,Unknown GPU,unknown,unknown,32.0,512.0,13.613868742739058,,,,,,18286.888598140027
Acer,Custom 3.55GHz,Unknown GPU,unknown,unknown,32.0,512.0,15.766884907121035,,,,,,18168.94249970969
HP,Custom 3.71GHz,Unknown GPU,unknown,unknown,4.0,512.0,12.668774932919677,,,,,,16921.031373659833
Acer,Custom 2.07GHz,Unknown GPU,unknown,unknown,32.0,1000.0,11.853531438660893,,,,,,32752.14531270553
HP,Custom 2.03GHz,Unknown GPU,unknown,unknown,16.0,256.0,12.878979210978663,,,,,,9600.27269279034
Lenovo,Custom 3.03GHz,Unknown GPU,unknown,unknown,16.0,1000.0,16.097205292927406,,,,,,32289.025217302365
Lenovo,Custom 2.53GHz,Unknown GPU,unknown,unknown,32.0,256.0,11.53393828913808,,,,,,10573.858560372246
Acer,Custom 3.60GHz,Unknown GPU,unknown,unknown,16.0,512.0,16.95017644023471,,,,,,17606.220337611598
Acer,Custom 3.75GHz,Unknown GPU,unknown,unknown,16.0,256.0,14.246017393565976,,,,,,10001.832841756575
HP,Custom 2.38GHz,Unknown GPU,unknown,unknown,32.0,1000.0,16.909074463802565,,,,,,32720.53241424944
Asus,Custom 2.09GHz,Unknown GPU,unknown,unknown,8.0,1000.0,16.633978532515865,,,,,,31551.206902054804
HP,Custom 3.45GHz,Unknown GPU,unknown,unknown,4.0,256.0,13.7168822852655,,,,,,9110.314750358611
Acer,Custom 2.19GHz,Unknown GPU,unknown,unknown,16.0,512.0,12.190946447632095,,,,,,17517.692129962947
Acer,Custom 3.56GHz,Unknown GPU,unknown,unknown,8.0,512.0,11.989308659390831,,,,,,17121.005091843883
Dell,Custom 2.56GHz,Unknown GPU,unknown,unknown,16.0,1000.0,12.439936183219745,,,,,,32245.014750269227
Acer,Custom 3.17GHz,Unknown GPU,unknown,unknown,16.0,256.0,15.260795843387225,,,,,,9936.623236873858
Dell,Custom 1.74GHz,Unknown GPU,unknown,unknown,4.0,512.0,12.637699968388928,,,,,,16440.8037442774
Asus,Custom 3.06GHz,Unknown GPU,unknown,unknown,16.0,512.0,13.04855161762579,,,,,,17541.13623887115
HP,Custom 2.63GHz,Unknown GPU,unknown,unknown,4.0,1000.0,13.692672823967689,,,,,,31615.395174517456
HP,Custom 2.97GHz,Unknown GPU,unknown,unknown,4.0,512.0,16.479396082528737,,,,,,16925.69245689916
Dell,Custom 1.92GHz,Unknown GPU,unknown,unknown,4.0,256.0,12.136360507309076,,,,,,8994.58494573542
HP,Custom 3.34GHz,Unknown GPU,unknown,unknown,8.0,1000.0,11.03015931565882,,,,,,31637.58171576476
Acer,Custom 3.66GHz,Unknown GPU,unknown,unknown,32.0,1000.0,11.360578462269022,,,,,,33034.19966891077
Lenovo,Custom 2.04GHz,Unknown GPU,unknown,unknown,8.0,256.0,16.42859805008071,,,,,,9337.256259297008
Dell,Custom 1.74GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.885098789060178,,,,,,32607.6059829306
HP,Custom 1.56GHz,Unknown GPU,unknown,unknown,32.0,512.0,12.63824371596684,,,,,,17766.404122596145
Dell,Custom 3.10GHz,Unknown GPU,unknown,unknown,4.0,512.0,12.063155006067149,,,,,,17138.512921401118
Dell,Custom 3.02GHz,Unknown GPU,unknown,unknown,16.0,256.0,12.765600419822686,,,,,,9932.648143307568
Lenovo,Custom 2.87GHz,Unknown GPU,unknown,unknown,4.0,512.0,11.68878156350768,,,,,,16715.111346051184
Acer,Custom 2.08GHz,Unknown GPU,unknown,unknown,16.0,256.0,16.649197461706645,,,,,,9725.353722230924
Dell,Custom 2.48GHz,Unknown GPU,unknown,unknown,32.0,256.0,15.705237046191602,,,,,,10270.601136617244
HP,Custom 2.99GHz,Unknown GPU,unknown,unknown,4.0,512.0,13.774347061475243,,,,,,16510.33181488892
Asus,Custom 2.74GHz,Unknown GPU,unknown,unknown,16.0,256.0,16.189775630691212,,,,,,10026.49773571635
Dell,Custom 3.97GHz,Unknown GPU,unknown,unknown,8.0,512.0,12.496749225759396,,,,,,17321.502772469725
Dell,Custom 1.84GHz,Unknown GPU,unknown,unknown,16.0,1000.0,15.302723410833162,,,,,,31925.993931369598
Lenovo,Custom 3.24GHz,Unknown GPU,unknown,unknown,4.0,1000.0,16.13679499408246,,,,,,31694.40469113412
Acer,Custom 2.51GHz,Unknown GPU,unknown,unknown,8.0,256.0,13.140612269739636,,,,,,9956.631886857773
Asus,Custom 2.57GHz,Unknown GPU,unknown,unknown,16.0,512.0,15.544786672704303,,,,,,17616.64185550617
HP,Custom 3.29GHz,Unknown GPU,unknown,unknown,16.0,512.0,12.770434095585856,,,,,,17324.524093174547
Asus,Custom 3.23GHz,Unknown GPU,unknown,unknown,16.0,1000.0,12.793142811554183,,,,,,31821.55349048893
HP,Custom 3.98GHz,Unknown GPU,unknown,unknown,16.0,1000.0,11.642343071325117,,,,,,32493.058447151387
Acer,Custom 1.82GHz,Unknown GPU,unknown,unknown,16.0,512.0,13.640348279056392,,,,,,17425.02777611643
HP,Custom 1.76GHz,Unknown GPU,unknown,unknown,8.0,256.0,15.378271438984534,,,,,,9314.484774693694
Lenovo,Custom 3.31GHz,Unknown GPU,unknown,unknown,32.0,1000.0,16.64132483342771,,,,,,32911.46842429856
Lenovo,Custom 2.95GHz,Unknown GPU,unknown,unknown,8.0,256.0,14.622781951574575,,,,,,9498.257175309209
Lenovo,Custom 2.19GHz,Unknown GPU,unknown,unknown,8.0,256.0,16.178813226414434,,,,,,9174.856632312052
Lenovo,Custom 1.70GHz,Unknown GPU,unknown,unknown,8.0,1000.0,15.934967895741362,,,,,,31646.72338510003
Asus,Custom 1.71GHz,Unknown GPU,unknown,unknown,32.0,256.0,12.040058317851685,,,,,,10530.53993687592
Acer,Custom 3.74GHz,Unknown GPU,unknown,unknown,4.0,256.0,13.914904573475788,,,,,,9259.826095812132
HP,Custom 1.98GHz,Unknown GPU,unknown,unknown,32.0,512.0,11.70154121315235,,,,,,18287.943159645933
HP,Custom 2.31GHz,Unknown GPU,unknown,unknown,8.0,256.0,15.09291896936981,,,,,,9323.03963602629
Lenovo,Custom 2.07GHz,Unknown GPU,unknown,unknown,16.0,512.0,16.699398009476454,,,,,,17459.095727992164
Lenovo,Custom 2.39GHz,Unknown GPU,unknown,unknown,16.0,1000.0,11.82253674847254,,,,,,31720.062940320862
Dell,Custom 1.67GHz,Unknown GPU,unknown,unknown,8.0,1000.0,15.403298784815249,,,,,,31543.333126455003
Acer,Custom 2.80GHz,Unknown GPU,unknown,unknown,16.0,512.0,14.793428905207165,,,,,,17352.269345851655
Asus,Custom 1.67GHz,Unknown GPU,unknown,unknown,8.0,1000.0,14.5016302220486,,,,,,31582.725749347646
HP,Custom 3.50GHz,Unknown GPU,unknown,unknown,16.0,256.0,13.340721408130037,,,,,,10194.662373108871
Dell,Custom 2.08GHz,Unknown GPU,unknown,unknown,32.0,256.0,13.130789886522876,,,,,,10487.59944027047
Dell,Custom 2.85GHz,Unknown GPU,unknown,unknown,4.0,256.0,11.271495134113326,,,,,,8946.643610745541
HP,Custom 3.70GHz,Unknown GPU,unknown,unknown,4.0,1000.0,12.307452249512082,,,,,,31787.82542207305
Asus,Custom 3.13GHz,Unknown GPU,unknown,unknown,32.0,256.0,11.091061293720962,,,,,,10687.069407463854
Dell,Custom 2.83GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.488502633492123,,,,,,33320.84523464822
Dell,Custom 2.31GHz,Unknown GPU,unknown,unknown,8.0,256.0,11.635119415267454,,,,,,9303.60339705879
Acer,Custom 2.33GHz,Unknown GPU,unknown,unknown,8.0,512.0,16.238116364178296,,,,,,16884.41160968943
Asus,Custom 3.17GHz,Unknown GPU,unknown,unknown,8.0,1000.0,14.138858124182992,,,,,,31923.10697935266
Dell,Custom 3.99GHz,Unknown GPU,unknown,unknown,16.0,1000.0,15.198139454352251,,,,,,32351.38622793542
Asus,Custom 3.15GHz,Unknown GPU,unknown,unknown,8.0,256.0,13.46514255104298,,,,,,9460.145105117126
HP,Custom 2.89GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.363478854006292,,,,,,32754.91847076602
Lenovo,Custom 3.33GHz,Unknown GPU,unknown,unknown,4.0,1000.0,16.655955061799784,,,,,,31641.11273860403
Dell,Custom 2.66GHz,Unknown GPU,unknown,unknown,16.0,512.0,11.496404237742023,,,,,,17406.84907651699
Acer,Custom 1.65GHz,Unknown GPU,unknown,unknown,8.0,512.0,12.523626631542175,,,,,,16788.156231149962
HP,Custom 2.91GHz,Unknown GPU,unknown,unknown,16.0,256.0,15.679929961463266,,,,,,9725.671350790091
Asus,Custom 3.89GHz,Unknown GPU,unknown,unknown,16.0,512.0,11.592423241295997,,,,,,17695.147508140286
HP,Custom 1.94GHz,Unknown GPU,unknown,unknown,8.0,256.0,11.453966623424666,,,,,,8962.71143253269
Dell,Custom 3.23GHz,Unknown GPU,unknown,unknown,16.0,256.0,13.169248392524231,,,,,,9612.3525237855
Asus,Custom 2.00GHz,Unknown GPU,unknown,unknown,4.0,256.0,11.553007750834594,,,,,,9111.31193516215
Lenovo,Custom 2.84GHz,Unknown GPU,unknown,unknown,32.0,1000.0,14.51047065323722,,,,,,33045.56205147648
HP,Custom 1.74GHz,Unknown GPU,unknown,unknown,32.0,512.0,12.357651504899598,,,,,,17748.770425967152
Dell,Custom 2.63GHz,Unknown GPU,unknown,unknown,4.0,256.0,16.374187779196234,,,,,,8836.578529356853
Acer,Custom 3.39GHz,Unknown GPU,unknown,unknown,16.0,512.0,15.70100048507154,,,,,,17409.086291686537
Asus,Custom 2.37GHz,Unknown GPU,unknown,unknown,8.0,256.0,15.198231236596856,,,,,,9282.277068695445
HP,Custom 3.16GHz,Unknown GPU,unknown,unknown,16.0,512.0,14.701664164307012,,,,,,17787.920193214795
